customer_id: CUST00001, customer_name: Metro Wholesale, customer_type: Dedicated, credit_terms_days: 60, primary_freight_type: General, account_status: Inactive, contract_start_date: 2020-02-20, annual_revenue_potential: 985117
customer_id: CUST00147, customer_name: ABC Group, customer_type: Spot, credit_terms_days: 60, primary_freight_type: Consumer Goods, account_status: Active, contract_start_date: 2020-05-27, annual_revenue_potential: 4931991
customer_id: CUST00148, customer_name: Pacific Supply Chain, customer_type: Spot, credit_terms_days: 60, primary_freight_type: Electronics, account_status: Inactive, contract_start_date: 2020-03-15, annual_revenue_potential: 851574
customer_id: CUST00149, customer_name: First Group, customer_type: Dedicated, credit_terms_days: 15, primary_freight_type: Electronics, account_status: Active, contract_start_date: 2020-11-30, annual_revenue_potential: 1043968
customer_id: CUST00150, customer_name: American Industries, customer_type: Dedicated, credit_terms_days: 30, primary_freight_type: Consumer Goods, account_status: Active, contract_start_date: 2020-02-28, annual_revenue_potential: 3569377
customer_id: CUST00151, customer_name: ABC Foods, customer_type: Spot, credit_terms_days: 45, primary_freight_type: Automotive, account_status: Active, contract_start_date: 2020-08-18, annual_revenue_potential: 3652916
customer_id: CUST00152, customer_name: Metro Retail, customer_type: Dedicated, credit_terms_days: 30, primary_freight_type: Retail, account_status: Active, contract_start_date: 2020-07-12, annual_revenue_potential: 3164087
customer_id: CUST00153, customer_name: Superior Group, customer_type: Dedicated, credit_terms_days: 15, primary_freight_type: Automotive, account_status: Active, contract_start_date: 2020-04-03, annual_revenue_potential: 3021818
customer_id: CUST00154, customer_name: XYZ Distribution, customer_type: Spot, credit_terms_days: 30, primary_freight_type: Automotive, account_status: Active, contract_start_date: 2020-01-14, annual_revenue_potential: 1697943
customer_id: CUST00155, customer_name: Global Group, customer_type: Spot, credit_terms_days: 30, primary_freight_type: Electronics, account_status: Inactive, contract_start_date: 2020-05-07, annual_revenue_potential: 2790548
customer_id: CUST00156, customer_name: First Logistics, customer_type: Dedicated, credit_terms_days: 15, primary_freight_type: Electronics, account_status: Active, contract_start_date: 2021-04-14, annual_revenue_potential: 2990084
customer_id: CUST00157, customer_name: Metro Distribution, customer_type: Dedicated, credit_terms_days: 45, primary_freight_type: General, account_status: Active, contract_start_date: 2021-11-12, annual_revenue_potential: 303061
customer_id: CUST00158, customer_name: United Retail, customer_type: Contract, credit_terms_days: 30, primary_freight_type: Retail, account_status: Active, contract_start_date: 2020-12-22, annual_revenue_potential: 2657005
customer_id: CUST00159, customer_name: Metro Wholesale, customer_type: Dedicated, credit_terms_days: 15, primary_freight_type: General, account_status: Active, contract_start_date: 2021-05-20, annual_revenue_potential: 1519816
customer_id: CUST00160, customer_name: XYZ Retail, customer_type: Contract, credit_terms_days: 30, primary_freight_type: Consumer Goods, account_status: Active, contract_start_date: 2020-04-21, annual_revenue_potential: 3033633
customer_id: CUST00161, customer_name: First Wholesale, customer_type: Spot, credit_terms_days: 15, primary_freight_type: Food/Beverage, account_status: Active, contract_start_date: 2021-10-21, annual_revenue_potential: 3809527
customer_id: CUST00162, customer_name: Metro Distribution, customer_type: Spot, credit_terms_days: 45, primary_freight_type: General, account_status: Active, contract_start_date: 2021-12-19, annual_revenue_potential: 1323214
customer_id: CUST00163, customer_name: Continental Manufacturing, customer_type: Spot, credit_terms_days: 60, primary_freight_type: Food/Beverage, account_status: Active, contract_start_date: 2021-06-02, annual_revenue_potential: 3794875
customer_id: CUST00164, customer_name: ABC Industries, customer_type: Spot, credit_terms_days: 45, primary_freight_type: Automotive, account_status: Active, contract_start_date: 2020-03-01, annual_revenue_potential: 476460
customer_id: CUST00165, customer_name: Continental Supply Chain, customer_type: Dedicated, credit_terms_days: 60, primary_freight_type: Retail, account_status: Active, contract_start_date: 2020-08-16, annual_revenue_potential: 2058652
customer_id: CUST00166, customer_name: ABC Distribution, customer_type: Dedicated, credit_terms_days: 60, primary_freight_type: Consumer Goods, account_status: Active, contract_start_date: 2021-10-12, annual_revenue_potential: 1775080
customer_id: CUST00167, customer_name: XYZ Logistics, customer_type: Contract, credit_terms_days: 30, primary_freight_type: General, account_status: Active, contract_start_date: 2020-09-09, annual_revenue_potential: 3235836
customer_id: CUST00168, customer_name: Global Foods, customer_type: Spot, credit_terms_days: 15, primary_freight_type: Retail, account_status: Active, contract_start_date: 2020-03-18, annual_revenue_potential: 1408549
customer_id: CUST00169, customer_name: First Distribution, customer_type: Dedicated, credit_terms_days: 15, primary_freight_type: Consumer Goods, account_status: Active, contract_start_date: 2021-10-31, annual_revenue_potential: 819863
customer_id: CUST00170, customer_name: Elite Retail, customer_type: Contract, credit_terms_days: 15, primary_freight_type: Automotive, account_status: Active, contract_start_date: 2020-12-28, annual_revenue_potential: 1042642
customer_id: CUST00171, customer_name: Premier Wholesale, customer_type: Contract, credit_terms_days: 45, primary_freight_type: Automotive, account_status: Active, contract_start_date: 2020-06-09, annual_revenue_potential: 557498
customer_id: CUST00172, customer_name: National Industries, customer_type: Contract, credit_terms_days: 45, primary_freight_type: Automotive, account_status: Active, contract_start_date: 2020-11-02, annual_revenue_potential: 2138836
customer_id: CUST00173, customer_name: Metro Wholesale, customer_type: Spot, credit_terms_days: 45, primary_freight_type: Automotive, account_status: Active, contract_start_date: 2020-12-20, annual_revenue_potential: 1338805
customer_id: CUST00174, customer_name: National Supply Chain, customer_type: Contract, credit_terms_days: 45, primary_freight_type: Electronics, account_status: Active, contract_start_date: 2020-01-07, annual_revenue_potential: 2513277
customer_id: CUST00175, customer_name: ABC Wholesale, customer_type: Spot, credit_terms_days: 30, primary_freight_type: Electronics, account_status: Active, contract_start_date: 2021-11-03, annual_revenue_potential: 215203
customer_id: CUST00176, customer_name: Metro Distribution, customer_type: Contract, credit_terms_days: 30, primary_freight_type: Automotive, account_status: Active, contract_start_date: 2020-04-10, annual_revenue_potential: 2979568
customer_id: CUST00177, customer_name: First Logistics, customer_type: Contract, credit_terms_days: 60, primary_freight_type: Automotive, account_status: Active, contract_start_date: 2021-04-04, annual_revenue_potential: 1033467
customer_id: CUST00178, customer_name: Metro Corp, customer_type: Contract, credit_terms_days: 60, primary_freight_type: General, account_status: Active, contract_start_date: 2020-07-09, annual_revenue_potential: 2659515
customer_id: CUST00179, customer_name: XYZ Corp, customer_type: Dedicated, credit_terms_days: 15, primary_freight_type: Retail, account_status: Active, contract_start_date: 2021-11-21, annual_revenue_potential: 3875390
customer_id: CUST00180, customer_name: ABC Distribution, customer_type: Spot, credit_terms_days: 45, primary_freight_type: General, account_status: Active, contract_start_date: 2021-10-21, annual_revenue_potential: 4052630
customer_id: CUST00181, customer_name: Superior Group, customer_type: Contract, credit_terms_days: 30, primary_freight_type: Automotive, account_status: Active, contract_start_date: 2021-02-24, annual_revenue_potential: 290825
customer_id: CUST00182, customer_name: XYZ Foods, customer_type: Spot, credit_terms_days: 60, primary_freight_type: Consumer Goods, account_status: Active, contract_start_date: 2021-10-14, annual_revenue_potential: 2883983
customer_id: CUST00183, customer_name: Pacific Foods, customer_type: Spot, credit_terms_days: 15, primary_freight_type: Electronics, account_status: Active, contract_start_date: 2021-05-25, annual_revenue_potential: 1853299
customer_id: CUST00184, customer_name: Elite Distribution, customer_type: Contract, credit_terms_days: 15, primary_freight_type: Food/Beverage, account_status: Inactive, contract_start_date: 2020-07-19, annual_revenue_potential: 4613116
customer_id: CUST00185, customer_name: Premier Industries, customer_type: Contract, credit_terms_days: 45, primary_freight_type: Electronics, account_status: Active, contract_start_date: 2021-09-24, annual_revenue_potential: 1877338
customer_id: CUST00186, customer_name: National Wholesale, customer_type: Dedicated, credit_terms_days: 45, primary_freight_type: Electronics, account_status: Active, contract_start_date: 2021-09-20, annual_revenue_potential: 1809609
customer_id: CUST00187, customer_name: Metro Logistics, customer_type: Contract, credit_terms_days: 15, primary_freight_type: Consumer Goods, account_status: Active, contract_start_date: 2021-05-10, annual_revenue_potential: 4683738
customer_id: CUST00188, customer_name: American Manufacturing, customer_type: Spot, credit_terms_days: 45, primary_freight_type: Consumer Goods, account_status: Active, contract_start_date: 2020-07-06, annual_revenue_potential: 4489472
customer_id: CUST00189, customer_name: First Retail, customer_type: Spot, credit_terms_days: 45, primary_freight_type: Electronics, account_status: Active, contract_start_date: 2020-12-03, annual_revenue_potential: 2269780
customer_id: CUST00190, customer_name: Global Wholesale, customer_type: Dedicated, credit_terms_days: 60, primary_freight_type: Food/Beverage, account_status: Active, contract_start_date: 2021-06-21, annual_revenue_potential: 4703668
customer_id: CUST00191, customer_name: Pacific Group, customer_type: Contract, credit_terms_days: 60, primary_freight_type: Automotive, account_status: Active, contract_start_date: 2021-06-18, annual_revenue_potential: 4151918
customer_id: CUST00192, customer_name: Premier Manufacturing, customer_type: Spot, credit_terms_days: 60, primary_freight_type: Automotive, account_status: Active, contract_start_date: 2020-07-12, annual_revenue_potential: 1285708
customer_id: CUST00193, customer_name: Premier Supply Chain, customer_type: Spot, credit_terms_days: 30, primary_freight_type: Automotive, account_status: Active, contract_start_date: 2020-02-29, annual_revenue_potential: 254254
customer_id: CUST00194, customer_name: ABC Group, customer_type: Spot, credit_terms_days: 45, primary_freight_type: Consumer Goods, account_status: Active, contract_start_date: 2021-04-22, annual_revenue_potential: 3259205
customer_id: CUST00195, customer_name: First Manufacturing, customer_type: Spot, credit_terms_days: 60, primary_freight_type: Electronics, account_status: Active, contract_start_date: 2020-05-28, annual_revenue_potential: 4990599
customer_id: CUST00196, customer_name: XYZ Logistics, customer_type: Spot, credit_terms_days: 60, primary_freight_type: Retail, account_status: Active, contract_start_date: 2020-04-01, annual_revenue_potential: 4519111
customer_id: CUST00197, customer_name: ABC Corp, customer_type: Contract, credit_terms_days: 15, primary_freight_type: Consumer Goods, account_status: Active, contract_start_date: 2021-07-02, annual_revenue_potential: 464753
customer_id: CUST00198, customer_name: Elite Wholesale, customer_type: Dedicated, credit_terms_days: 60, primary_freight_type: Retail, account_status: Active, contract_start_date: 2020-06-09, annual_revenue_potential: 2242923
customer_id: CUST00199, customer_name: First Group, customer_type: Contract, credit_terms_days: 15, primary_freight_type: General, account_status: Active, contract_start_date: 2020-06-09, annual_revenue_potential: 1528744
customer_id: CUST00200, customer_name: XYZ Foods, customer_type: Dedicated, credit_terms_days: 45, primary_freight_type: Retail, account_status: Inactive, contract_start_date: 2020-11-02, annual_revenue_potential: 604239
